question,note,optionD,optionC,optionB,mark,count,optionF,questionid,subject,optionE,year,type,optionA,paperName,answer
井下作业场所的总粉尘浓度每月测定(        )次。,,,3,2,0,,,73,,,2012,单选题,1,职业防护,B
煤矿领导带班下井的相关记录和煤矿井下人员定位系统存储信息保存期不少于半年。,,,,,0,,,1679,,,2012,判断题,,法律法规,n
煤矿必须制定本单位的作业规程和操作规程。,,,,,0,,,2389,,,2017,判断题,,2017B500,y
采区进风巷发生火灾时，可采取积极方法直接灭火，并使风流短路，把烟气引入专用回风巷。,,,,,0,,,1458,,,2012,判断题,,应急管理,y
"根据《重大危险源辨识》标准,与重大危险源有关的物质种类有()",,有毒物质,活性化学物质,易燃物质,0,,,2786,,,2017,多选题,爆炸性物质,2017B500,"A,B,C,D"
国家鼓励和支持安全生产科学技术和安全生产先进技术的推广应用，提高安全生产水平。,,,,,0,,,1726,,,2016,判断题,,2016B500,y
液压支架必须接顶。顶板破碎时必须()支护。,,架棚,单体,临时,0,,,2605,,,2017,单选题,超前,2017B500,A
提升绞车升降人员的罐笼内，每人占有的有效面积应不小于0．18㎡。,,,,,0,,,1392,,,2012,判断题,,机电运输,y
备用水泵的能力，应当不小于工作水泵能力的50％。检修水泵的能力，应当不小于工作水泵能力的25％。（）?,,,,,0,,,2436,,,2017,判断题,,2017B500,n
《山西省煤矿建设标准》要求井工矿的缓倾斜、倾斜煤层宜采用(        )开采。,,倾向长壁采煤法后退式,倾向长壁采煤法前进式,走向长壁采煤法后退式,0,,,2187,,,2016,单选题,走向长壁采煤法前进式,2016B500,B
(        )对事故隐患或者安全生产违法行为，均有权向负有安全生产监督管理职责的部门报告或者举报。,,,任何单位或者个人,安全管理人员和技术人员,0,1,,244,,,2012,单选题,单位领导和群众,法律法规,C
《安全生产法》共计有7章(        )条。,,95,114,115,0,,,2152,,,2016,单选题,97,2016B500,C
"突出煤层工作面发现突出预兆时,班组长、瓦斯检查工、（）有权责令相关现场作业人员停止作业，停电撤人。",,,尘员,主扇工,0,1,,2631,,,2017,单选题,矿调度员,2017B500,A
"输送带设计安全系数,应当按下列规定选取：（）。",,"当带式输送机采取可控软启动、制动措施时,5～7","钢丝绳芯输送带,7～9","尼龙、聚酯织物芯输送带,10～12",0,1,,2818,,,2017,多选题,"棉织物芯输送带,8～9",2017B500,"A,B,C,D"
抽采瓦斯泵站放空管的高度应超过泵房房顶()。,,10m,8m,5m,0,,,2746,,,2017,单选题,3m,2017B500,A
在煤矿井下，每天必须对低压检漏装置的运行情况进行(        )次跳闸试验。,,,3,2,0,,,68,,,2012,单选题,1,机电运输,A
事故调查组的(        )，说明它是法定的工作机构，代表有关人民政府履行事故调查职责，相关单位和人员必须予以支持和配合。,,建设性,法定性,临时性,0,,,2116,,,2016,单选题,专业性,2016B500,C
享受工伤保险待遇，是从业人员的一项(        )。,,,法定职权,法定义务,0,,,265,,,2012,单选题,法定权利,法律法规,A
以下属于煤矿一类用户，需要采用来自不同电源母线的两回路进行供电的是(        )。,,采区变电所,副井提升机、,井下主排水泵,0,,,921,,,2012,多选题,主要通风机,机电运输,ABC
突出矿井发生突出的必须立即停产，并立即分析、查找突出原因；在(        )后，方可恢复生产。,,消除突出隐患,强化实施综合防突措施,制定综合防突措施,0,1,,608,,,2012,多选题,查明原因,安全管理,ABCD
煤矿企业制定或者修改有关安全生产的规则制度，可以不听取工会的意见。,,,,,0,,,1724,,,2016,判断题,,2016B500,n
直接顶是采煤工作面支护的对象，多数在(        )后会垮落下来。,,打锚杆后,前移支架,回柱,1,3,,908,,,2012,多选题,支柱,开采安全,BC
“自然发火严重，未采取有效措施”，属于煤矿重大安全生产隐患。根据《煤矿重大安全生产隐患认定办法<试行>》之规定，是指开采容易自燃和自燃煤层的矿井，有下列(        )情形之一。,,未按规定采取预防性灌浆或者全部充填、注惰性气体等措施,未建立自燃煤层鉴定实验室,未建立自然发火预测预报制度,0,1,,858,,,2012,多选题,未选定自然发火观测站或者观测点位置并建立监测系统,法律法规,ABD
建设项目安全设施的(        )应当对安全设施设计负责。,,设计单位,主管单位,设计人,0,,,2289,,设计单位负责人,2016,多选题,负责人,2016B500,B，D
煤矿企业应当以矿<井>为单位进行安全生产隐患排查、治理，矿<井>安全管理人员对安全生产隐患的排查和治理负直接责任。,,,,,0,,,1652,,,2012,判断题,,法律法规,n
排除井筒和下山的积水以及恢复被淹的井巷过程中，由(        )随时检查水面上的空气成分，发现有害气体，及时采取措施进行处理。,,,矿山救护队,探放水人员,0,,,447,,,2012,单选题,瓦斯检查员,地质安全,C
巷道两侧所形成的支承应力不一定比原岩应力高。,,,,,0,,,1113,,,2012,判断题,,开采安全,n
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，建设项目安全设施设计未经审查批准擅自组织施工的，属于煤矿重大安全生产隐患。,,,,,0,,,1637,,,2012,判断题,,法律法规,y
入井人员必须随身携带额定防护时间不低于30分钟的过滤式自救器。(),应为隔绝式自救器,,,,0,,,2454,,,2017,判断题,,2017B500,n
有水的工作面，必须选择抗水型炸药。,,,,,0,,,1327,,,2012,判断题,,爆破安全,y
《矿井灾害预防和处理计划》是在认真辨识并评估本矿危险源的基础上，在总结本矿或矿区防灾抗灾经验的前提下编写的。,,,,,0,,,1456,,,2012,判断题,,应急管理,y
举报隐瞒煤矿伤亡事故的，经核查属实的，给予举报人奖励。,,,,,0,,,1670,,,2012,判断题,,法律法规,y
煤矿发现与矿井防治水有关系的河道中存在障碍物或者堤坝破损时，应当及时清理障碍物或者修复堤坝，并报告当地人民政府相关部门。,,,,,0,2,,1040,,,2012,判断题,,地质安全,y
煤矿企业可以与从业人员协商从而以协商结果与从业人员订立协议，免除或者减轻其对从业人员因生产安全事故伤亡依法应承担的责任。,,,,,0,,,1779,,,2016,判断题,,2016B500,n
煤矿只能建设一套主生产系统，煤矿应按照“一矿一井一面”模式建设。符合下列条件者，可建设“一井两面”。(        ),,,设计能力在20Mt/a及以上的煤矿,设计能力在10Mt/a及以上的煤矿,0,,,2236,,,2016,单选题,设计能力在30Mt/a及以上的煤矿,2016B500,A
处理瞎炮时应严格做到(        )。,,,拆除联线,从炮眼中拽出引药，拉出雷管,0,,,224,,,2012,单选题,不得解除放炮警戒,爆破安全,A
形成矿井外因火灾的引火热源有(        )。,,机械摩擦,电火花,违章放炮,1,1,,617,,,2012,多选题,存在明火,一通三防,ABCD
钻探接近老空时，应当安排防治水专业技术人员在现场值班，随时检查空气成分。?（）,,,,,0,,,2430,,,2017,判断题,,2017B500,n
遇有(        )等危险的灾区，在需救人的情况下，经请示救援指挥部同意后，指挥员才有权决定小队进入，但必须采取有效措施，保证小队安全。,,塌冒,水淹,片帮,0,2,,665,,,2012,多选题,高温,应急管理,ACD
编制安全检查表的主要依据是(        )。,,有关标准、规程、规范及规定,编制人员在安全生产方面的经验,通过系统分析，确定的危险部位及防范措施,0,,,680,,,2012,多选题,国内外事故案例及本单位在安全管理及生产中的相关经验,安全管理,ABD
在(        )中存在的危害劳动者健康的因素，称为职业性危害因素。,,劳动过程,生产过程,卫生环境,0,,,932,,,2012,多选题,作业环境,安全管理,ACD
依照《安全生产法》的规定，生产经营单位应当具备的安全生产条件所必需的资金投入，由予(        )以保证。,,个人经营的投资人,生产经营单位的主要负责人,生产经营单位的财务部门,0,,,2301,,安全生产监督管理部门,2016,多选题,生产经营单位的决策机构,2016B500,A，C，D
乳化炸药和水胶炸药可以同库储存。,,,,,0,1,,1319,,,2012,判断题,,爆破安全,n
在煤矿井下对电气设备进行验电、放电、接地工作时，要求瓦斯浓度必须在(        )％以下。,,,1.5,1,1,,,42,,,2012,单选题,0.5,机电运输,B
《安全生产法》规定：发生特别重大事故的，对负有责任的生产经营单位除要求其依法承担相应的赔偿等责任外，由安全生产监督管理部门处五百万元以上一千万元以下的罚款；情节特别严重的，处一千万元以上(        )万元以下的罚款。 ,,五千,四千,三千,0,,,2228,,,2016,单选题,二千,2016B500,A
火区内空气中的氧气浓度降到5％以下，即可认为火区已经熄灭。,,,,,0,,,1274,,,2012,判断题,,一通三防,n
《山西省煤矿建设标准》要求斜井开拓应优先采用带式输送机提升；条件适宜的立井，应优先采用多绳摩擦式提升机。,,,,,0,,,1822,,,2016,判断题,,2016B500,y
井下不同地点的硐室发生火灾，采取的方法和措施正确的是(        )。,,水泵房电气设备发生火灾时，当即用水浇火点,蓄电池电机车库着火时，必须切断电源，采取措施，防止氢气爆炸,绞车房着火时，应将火源下方的矿车固定，防止烧断钢丝绳造成跑车伤人,0,,,585,,,2012,多选题,爆炸材料库着火时，应首先将雷管运出，然后将其他爆炸材料运出；因高温运不出时，应关闭防火门，退至安全地点,应急管理,ABC
煤矿有(        )，负责煤矿有关证照颁发的部门应当责令该煤矿立即停止生产，提请县级以上地方人民政府予以关闭，并可以向上一级地方人民政府报告。,,,有瓦斯动力现象而没有采取防突措施的,矿长不具备安全专业知识的,0,2,,345,,,2012,单选题,经整顿仍然达不到安全生产标准、不能取得安全生产许可证的,法律法规,A
煤矿安全事故造成的经济损失，要注重对人的生命与健康损失进行评价，以对事故的严重性和影响进行更合理评估。,,,,,0,,,953,,,2012,判断题,,安全管理,y
斜井（巷）施工时，施工20度以上斜井（巷）时，应制定防止设备、轨道、管路等下滑的专项措施。,,,,,0,,,2526,,,2017,判断题,,2017B500,n
生产经营单位(        )国家明令淘汰、禁止使用的危及生产安全的工艺、设备。,,,经主管领导同意的可以使用,经主管部门同意的可以使用,0,,,225,,,2012,单选题,不得使用,法律法规,A
"采煤机更换截齿和滚筒上下3m内有人工作时,必须做到（）。",,对工作面输送机施行闭锁,"断开隔离开关,打开离合器",切断电源,0,,,2837,,,2017,多选题,护帮护顶,2017B500,"A,B,C,D"
山西省煤炭工业厅《关于进一步强化我省煤矿防治水工作的通知》[晋煤行发[2014]637号]要求：水文地质类型为复杂及以上的煤矿，要在井底车场设置防水闸门或在正常的排水系统基础上安装配备排水能力不小于(        )的潜水电泵排水系统。 ,,,相对涌水量,最大涌水量,0,,,2223,,,2016,单选题,绝对涌水量,2016B500,B
保障从业人员安全生产权利的义务主体，是从业人员所在的(        )。,,,政府,生产经营单位,0,,,250,,,2012,单选题,地区,法律法规,B
下列哪些火源能引起瓦斯爆炸(        ),,防爆照明灯,下焊接产生的火焰,电器火花,0,5,,644,,,2012,多选题,放炮火焰,一通三防,ABC
在掘进工作面或其他地点发现有透水预兆时，必须(        )。 ,,,采取措施，报告矿调度室,停止作业，迅速撤退，报告调度室,0,,,2254,,,2016,单选题,停止作业，采取措施，报告调度室，撤离人员,2016B500,A
负有安全生产监督管理职责的部门可以依法对存在重大事故隐患的生产经营单位作出(        )的决定。,,予以关闭,停止使用相关设施或设备,停止施工,0,1,,2305,,责令限期改正,2016,多选题,停产停业,2016B500,A，B，C
《煤矿安全规程》第二百八十六条规定：采掘工作面遇有打开隔离煤柱放水时，应当立即停止施工，确定(        )，由专业人员和专职队伍使用专用钻机进行探放水，经确认无水害威胁后，方苛施工。,,,积水线,探水线,0,,,274,,,2012,单选题,防水线,地质安全,B
《山西省煤矿安全质量标准化标准》中职业卫生专业标准要求与劳动者签订劳动合同，并在合同中无需载明可能产生的职业病危害及其后果，职业病防护措施等。,,,,,0,,,1834,,,2016,判断题,,2016B500,n
煤矿带班下井遇到险情时，立即下达停产撤人命令，组织涉险区域人员及时、有序撤离到安全地点。,,,,,0,,,1675,,,2012,判断题,,法律法规,y
